pid|manufacturer|group|content|unit|pharmForm|genericProduct|salesIndex|category|campaignIndex|rrp
9709|19|22OI3|100|G|SAL|0|53|||10.62
9710|101|21OK3|30|ST|KAP|0|53|115||6.00
9711|272|12OIE1OH|50|ST|FTA|0|40|22||14.14
9712|272|12OIE1OH|100|ST|FTA|0|40|22||23.98
9713|272|12OIE1OH|50|ST|FTA|0|40|22||20.79
9714|272|12OIE1OH|100|ST|FTA|0|40|22||38.72
9715|61|22OIF|100|G|PUL|0|53|||8.25
9716|61|22OIF|100|G|PUL|0|53|||8.25
9717|91|20OHF|1|ST||0|53|||2.55
9718|690|22OI2|200|ML|LOT|0|53|83||12.87
9719|184|20OZ2|22|ST||0|53|104||43.27
9720|259|14OH1F|20|ST|BTA|0|40|243||13.17
9721|259|14OH1F|100|ST|BTA|0|40|243||36.80
9722|259|14OH2F|30|ST|DRA|0|40|100||16.49
9723|259|14OH2F|90|ST|DRA|0|40|100||39.55
9724|259|14OH2F|180|ST|DRA|0|40|100||65.99
9725|259|1EOK01ZJ|100|ST|FTA|0|40|131||19.28
9726|259|1EOK01ZJ|30|ST|FTA|0|40|||10.75
9727|259|1EOK01ZJ|200|ST|FTA|0|40|243||38.50
9728|156|1COSF|30|ML|BAD|0|52|275|B|1.69
9729|155|22OIF|100|ML|SHA|0|53|||13.86
9730|555|20OHG|100|ST||0|53|207||5.82
9731|227|18OZ0FIO|150|ML|SPR|0|53|64||9.64
9732|227|18OZ0FIO|400|ML|SPR|0|53|64||13.86
9733|4|1COS31OS|100|ML|LSE|0|40|212|B|8.77
9734|555|20OHG|100|ST||0|53|207||5.82
9735|402|22OI3|125|ML|SCH|0|53|110||12.09
9736|41|22OI0|30|ML|FLU|0|53|281||24.20
9737|41|22OI0|30|ML|FLU|0|53|281||24.20
9738|41|22OI0|30|ML|FLU|0|53|281||24.20
9739|41|22OI0|30|ML|FLU|0|53|281||24.20
9740|41|22OI0|30|ML|FLU|0|53|281||24.20
9741|59|20OHE|1|ST||0|53|273||81.51
9742|97|10OQ00OH|25|ST|KTA|0|40|105||6.57
9743|97|10OQ00OH|100|ST|KTA|0|40|105||19.14
9744|86|21OK2|100|ST|DRA|0|53|||10.45
9745|156|22OIK|190|ML|BAD|0|53|76||10.04
9746|156|22OIK|1000|ML|BAD|0|53|||29.78
9747|1|2FOI|100|ST|TAB|0|40|290||13.20
9748|188|20OZ1|30|ST||0|53|||10.96
9749|74|2FOI|50|ML|TRO|0|40|||14.21
9750|74|2FOI|50|ML|TRO|0|40|||14.21
9751|74|2FOI|10|ST|AMP|0|40|||18.28
9752|74|2FOI|50|ST|AMP|0|40|81||49.79
9753|74|2FOI|100|ST|AMP|0|40|||86.97
9754|74|2FOI|50|ML|TRO|0|40|23||14.21
9755|209|10OS10OK|100|ST|HKP|0|40|44||50.59
9756|209|10OS10OK|30|ST|HKP|0|40|44||19.78
9757|209|10OS10OK|30|ST|HKP|0|40|44||28.59
9758|209|10OS10OK|100|ST|HKP|0|40|44||65.99
9759|315|20OHG|2|ST||0|53|224||5.17
9760|102|10OS10OK|100|ST|HKP|0|40|44||51.68
9761|176|10IZ22IO|20|ST|HKP|0|40|71||9.19
9762|176|10IZ22IO|50|ST|HKP|0|40|71||18.13
9763|176|10IZ22IO|100|ST|HKP|0|40|71||26.94
9764|25|22OK2|1|ST||0|53|||1.18
9765|193|22OI3|100|ML|CRE|0|53|||11.22
9766|193|22OI3|50|ML|SAL|0|53|||6.71
9767|71|2FOI|20|ML|TRO|0|40|||8.77
9768|71|2FOI|50|ML|TRO|0|40|23||17.04
9769|71|2FOI|100|ML|TRO|0|40|23||30.68
9770|71|2FOI|50|ML|TRO|0|40|23||17.04
9771|71|2FOI|50|ML|TRO|0|40|||17.04
9772|71|2FOI|100|ST|TAB|0|40|23||19.78
9773|71|2FOI|50|ML|TRO|0|40|||15.82
9774|13|22OI9|5|ST|TUE|0|53|||3.37
9775|13|20OH4|1|ST|KOM|0|53|146||3.10
9776|61|22OI3|500|ML|BAL|0|53|||9.79
9777|174|2FOI|100|ML|FLU|0|40|44||17.00
9778|174|2FOI|50|ML|FLU|0|40|44||14.63
9779|25|22OK2|1|ST||0|53|||1.09
9780|25|22OK2|1|ST||0|53|||1.18
9781|37|12OIEF|100|ST|TMR|0|52|232||17.60
9782|53|21OS0|20|ST|FBE|0|53|80||7.15
9783|105|22OI2|150|ML|TUB|0|53|||7.59
9784|362|21OKG|100|ML|FLU|0|53|||18.59
9785|172|21OK2|40|ST|PEL|0|53|71||19.75
9786|764|20OHG|1|ST||0|53|86||111.97
9787|209|1COJ0EOT|50|ST|FTA|1|40|92|C|18.58
9788|1|2FOI|10|G|GLO|0|40|||9.85
9789|1|2FOI|10|G|GLO|0|40|||9.85
9790|1|2FOI|10|G|GLO|0|40|264||9.85
9791|1|2FOI|10|G|GLO|0|40|264||9.85
9792|1|2FOI|10|G|GLO|0|40|264||9.85
9793|1|2FOI|10|G|GLO|0|40|||9.85
9794|537|21OKG|200|ST|KAP|0|53|3||19.75
9795|1|2FOI|10|G|GLO|0|40|264||9.85
9796|1|2FOI|10|G|GLO|0|40|||9.85
9797|1|2FOI|10|G|GLO|0|40|264||9.85
9798|1|2FOI|10|G|GLO|0|40|325||9.85
9799|1|2FOI|10|G|GLO|0|40|||9.85
9800|1|2FOI|10|G|GLO|0|40|264||9.85
9801|1|2FOI|10|G|GLO|0|40|264||9.85
9802|419|2FOI|100|ML|FLU|0|40|23||24.19
9803|194|22OI3|200|ML|GEL|0|53|||17.18
9804|1|2FOI|10|G|GLO|0|40|||9.85
9805|1|2FOI|10|G|GLO|0|40|264||9.85
9806|1|2FOI|10|G|GLO|0|40|||9.85
9807|1|2FOI|10|G|GLO|0|40|264||9.85
9808|1|2FOI|10|G|GLO|0|40|264||9.85
9809|1|2FOI|10|G|GLO|0|40|264||9.85
9810|97|22OI9|100|ML|FLU|0|53|||19.09
9811|225|22OZG|10|ML|LOE|0|53|223||6.04
9812|1|2FOI|10|G|GLO|0|40|325||9.85
9813|1|2FOI|10|G|GLO|0|40|325||9.85
9814|1|2FOI|10|G|GLO|0|40|264||9.85
9815|1|2FOI|10|G|GLO|0|40|||9.85
9816|1|2FOI|10|G|GLO|0|40|325||9.85
9817|1|2FOI|200|ST|TAB|0|40|325||18.54
9818|1|2FOI|10|G|GLO|0|40|325||9.85
9819|1|2FOI|10|G|GLO|0|40|264||9.85
9820|1|2FOI|10|G|GLO|0|40|264||9.85
9821|1|2FOI|10|G|GLO|0|40|264||9.85
9822|1|2FOI|10|G|GLO|0|40|||9.85
9823|1|2FOI|10|G|GLO|0|40|264||9.85
9824|1|2FOI|10|G|GLO|0|40|264||9.85
9825|1|2FOI|10|G|GLO|0|40|||9.85
9826|1|2FOI|10|G|GLO|0|40|264||9.85
9827|1|2FOI|10|G|GLO|0|40|||9.85
9828|1|2FOI|10|G|GLO|0|40|||9.85
9829|1|2FOI|10|G|GLO|0|40|||9.85
9830|1|2FOI|10|G|GLO|0|40|264||9.85
9831|1|2FOI|10|G|GLO|0|40|264||9.85
9832|41|22OH|200|ML|MIL|0|53|114||18.59
9833|255|2FOI|10|ST|AMP|0|40|193||19.01
9834|1|2FOI|10|G|GLO|0|40|||9.85
9835|1|2FOI|10|G|GLO|0|40|200||9.85
9836|1|2FOI|10|G|GLO|0|40|200||9.85
9837|123|10OX01|50|ST|GRA|0|44|267||24.09
9838|1|2FOI|10|G|GLO|0|40|200||9.85
9839|1|2FOI|10|G|GLO|0|40|200||9.85
9840|1|2FOI|10|G|GLO|0|40|||9.85
9841|1|2FOI|10|G|GLO|0|40|||9.85
9842|1|2FOI|10|G|GLO|0|40|200||9.85
9843|1|2FOI|10|G|GLO|0|40|||9.85
9844|1|2FOI|10|G|GLO|0|40|344||9.85
9845|1|2FOI|10|G|GLO|0|40|200||9.85
9846|1|2FOI|10|G|GLO|0|40|||9.85
9847|328|1COS20IZ|100|ML|SAF|0|40|101|B|6.77
9848|1|2FOI|10|G|GLO|0|40|||9.85
9849|1|2FOI|10|G|GLO|0|40|200||9.85
9850|401|22OI3|500|ML|CRE|0|53|||26.29
9851|1|2FOI|10|G|GLO|0|40|344||9.85
9852|1|2FOI|10|G|GLO|0|40|200||9.85
9853|1|2FOI|10|G|GLO|0|40|200||9.85
9854|1|2FOI|10|G|GLO|0|40|200||9.85
9855|1|2FOI|10|G|GLO|0|40|200||9.85
9856|1|2FOI|10|G|GLO|0|40|200||9.85
9857|668|22OI5|1|ST|PFL|0|53|||9.29
9858|1|2FOI|80|ST|TAB|0|40|||10.89
9859|1|2FOI|10|G|GLO|0|40|||9.85
9860|1|2FOI|10|G|GLO|0|40|200||9.85
9861|1|2FOI|10|G|GLO|0|40|200||9.85
9862|1|2FOI|10|G|GLO|0|40|200||9.85
9863|250|19OS28|30|ST|DRA|0|40|9||16.49
9864|250|19OS28|60|ST|DRA|0|40|9||27.47
9865|1|2FOI|10|G|GLO|0|40|344||9.85
9866|765|21OS0|100|G|TEE|0|53|||10.89
9867|1|2FOI|80|ST|TAB|0|40|||10.89
9868|1|2FOI|200|ST|TAB|0|40|||18.54
9869|1|2FOI|10|G|GLO|0|40|200||9.85
9870|407|2FOI|100|ML|TRO|0|40|23||24.75
9871|407|2FOI|100|ML|TRO|0|40|23||24.75
9872|1|2FOI|10|G|GLO|0|40|||9.85
9873|1|2FOI|10|G|GLO|0|40|200||9.85
9874|1|2FOI|10|G|GLO|0|40|200||9.85
9875|1|2FOI|10|G|GLO|0|40|200||9.85
9876|1|2FOI|10|G|GLO|0|40|||9.85
9877|1|2FOI|10|G|GLO|0|40|200||9.85
9878|10|19OS2F|50|ML|TEI|0|52|9||13.92
9879|1|2FOI|10|G|GLO|0|40|||9.85
9880|65|1EOT0E|1|L|FLU|0|53|293||13.09
9881|1|2FOI|200|ST|TAB|0|40|200||18.54
9882|1|2FOI|200|ST|TAB|0|40|200||18.54
9883|1|2FOI|10|G|GLO|0|40|200||9.85
9884|1|2FOI|10|G|GLO|0|40|||9.85
9885|1|2FOI|200|ST|TAB|0|40|264||18.54
9886|1|2FOI|10|G|GLO|0|40|||9.85
9887|1|2FOI|10|G|GLO|0|40|||9.85
9888|1|2FOI|10|G|GLO|0|40|265||9.85
9889|1|2FOI|80|ST|TAB|0|40|265||10.89
9890|1|2FOI|10|G|GLO|0|40|265||9.85
9891|1|2FOI|80|ST|TAB|0|40|93||10.89
9892|1|2FOI|10|G|GLO|0|40|265||9.85
9893|1|2FOI|10|G|GLO|0|40|265||9.85
9894|1|2FOI|10|G|GLO|0|40|93||9.85
9895|1|2FOI|10|G|GLO|0|40|265||9.85
9896|127|20OI0|100|ST|KOM|0|53|||13.44
9897|1|2FOI|10|G|GLO|0|40|||9.85
9898|1|2FOI|80|ST|TAB|0|40|265||10.89
9899|115|21OKG|60|ST|KAP|0|53|61||32.95
9900|115|21OIG|120|ST|KAP|0|53|61||54.95
9901|1|2FOI|10|G|GLO|0|40|||9.85
9902|110|21OK2|100|ST|TAB|0|53|28||13.22
9903|7|13OZ0EOI|50|G|CRE|0|40|8||8.48
9904|7|13OZ0EOI|100|G|CRE|0|40|8||14.75
9905|277|2FOI|100|ML|TRO|0|40|23||19.69
9906|1|2FOI|10|G|GLO|0|40|||9.85
9907|1|2FOI|10|G|GLO|0|40|93||9.85
9908|1|2FOI|10|G|GLO|0|40|265||9.85
9909|1|2FOI|10|G|GLO|0|40|265||9.85
9910|277|2FOI|100|ML|TRO|0|40|23||19.69
9911|277|2FOI|50|ML|TRO|0|40|23||11.98
9912|277|2FOI|100|ML|TRO|0|40|23||19.69
9913|277|2FOI|50|ML|TRO|0|40|23||11.98
9914|277|2FOI|100|ML|TRO|0|40|23||19.69
9915|277|2FOI|100|ML|TRO|0|40|||19.69
9916|277|2FOI|50|ML|TRO|0|40|23||11.98
9917|277|2FOI|100|ML|TRO|0|40|23||19.69
9918|277|2FOI|50|ML|TRO|0|40|23||11.98
9919|277|2FOI|100|ML|TRO|0|40|23||19.69
9920|277|2FOI|100|ML|TRO|0|40|23||19.69
9921|277|2FOI|100|ML|TRO|0|40|23||19.69
9922|277|2FOI|50|ML|TRO|0|40|23||11.98
9923|277|2FOI|100|ML|TRO|0|40|23||19.69
9924|277|2FOI|50|ML|TRO|0|40|23||11.98
9925|277|2FOI|100|ML|TRO|0|40|23||19.69
9926|295|21OK3|30|ST|KAP|0|53|3||16.45
9927|295|21OK3|90|ST|KAP|0|53|3||33.99
9928|1|2FOI|10|G|GLO|0|40|265||9.85
9929|1|2FOI|10|G|GLO|0|40|93||9.85
9930|1|2FOI|200|ST|TAB|0|40|||18.54
9931|320|22OI5|20|ML|OEL|0|53|||22.41
9932|1|2FOI|10|G|GLO|0|40|265||9.85
9933|1|2FOI|10|G|GLO|0|40|||9.85
9934|1|2FOI|10|G|GLO|0|40|265||9.85
9935|1|2FOI|10|G|GLO|0|40|93||9.85
9936|1|2FOI|10|G|GLO|0|40|||9.85
9937|1|2FOI|10|G|GLO|0|40|93||9.85
9938|607|1EOH1|1|ST|TES|0|53|||8.67
9939|1|2FOI|10|G|GLO|0|40|265||9.85
9940|41|22OIF|125|ML|SHA|0|53|60||17.82
9941|41|22OIF|200|ML|SHA|0|53|||15.62
9942|41|22OIF|200|ML|SHA|0|53|90||15.62
9943|1|2FOI|10|G|GLO|0|40|93||9.85
9944|1|2FOI|80|ST|TAB|0|40|||10.89
9945|1|2FOI|10|G|GLO|0|40|309||9.85
9946|1|2FOI|10|G|GLO|0|40|2||9.85
9947|1|2FOI|10|G|GLO|0|40|2||9.85
9948|1|2FOI|200|ST|TAB|0|40|||18.54
9949|1|2FOI|10|G|GLO|0|40|309||9.85
9950|1|2FOI|10|G|GLO|0|40|2||9.85
9951|182|2FOI|30|ML|TRO|0|40|||12.76
9952|182|2FOI|100|ML|TRO|0|40|||21.56
9953|182|2FOI|80|ST|TAB|0|40|23||10.18
9954|182|2FOI|240|ST|TAB|0|40|||30.09
9955|85|21OK3|120|ST|TAB|0|53|125||18.64
9956|1|2FOI|10|G|GLO|0|40|309||16.45
9957|1|2FOI|10|G|GLO|0|40|2||9.85
9958|40|21OIE|750|G|PUL|0|53|32||36.25
9959|255|2FOI|50|ML|TRO|0|40|193||18.66
9960|255|2FOI|100|ML|TRO|0|40|193||27.21
9961|1|2FOI|10|G|GLO|0|40|||9.85
9962|1|2FOI|10|G|GLO|0|40|2||9.85
9963|1|2FOI|10|G|GLO|0|40|||9.85
9964|1|2FOI|10|G|GLO|0|40|||9.85
9965|1|2FOI|10|G|GLO|0|40|2||9.85
9966|1|2FOI|50|ML|Dil|0|40|||18.54
9967|1|2FOI|10|G|GLO|0|40|2||9.85
9968|1|2FOI|10|G|GLO|0|40|2||9.85
9969|1|2FOI|10|G|GLO|0|40|309||9.85
9970|1|2FOI|10|G|GLO|0|40|||9.85
9971|1|2FOI|10|G|GLO|0|40|2||9.85
9972|1|2FOI|10|G|GLO|0|40|||9.85
9973|1|2FOI|10|G|GLO|0|40|||9.85
9974|1|2FOI|10|G|GLO|0|40|309||9.85
9975|1|2FOI|10|G|GLO|0|40|||9.85
9976|1|2FOI|10|G|GLO|0|40|2||9.85
9977|75|22OI3|5|ML|CRE|0|53|||1.65
9978|766|2FQQ|100|ST|TAB|0|53|121||19.75
9979|766|2FQQ|100|ST|TAB|0|53|||21.95
9980|1|2FOI|10|G|GLO|0|40|309||9.85
9981|1|2FOI|10|G|GLO|0|40|||9.85
9982|1|2FOI|50|ML|DIL|0|40|||18.54
9983|1|2FOI|10|G|GLO|0|40|309||9.85
9984|1|2FOI|10|G|GLO|0|40|2||9.85
9985|64|22OI3|50|ML|CRE|0|53|54||9.89
9986|1|2FOI|10|G|GLO|0|40|309||9.85
9987|64|22OI3|200|ML|LOT|0|53|54||6.59
9988|1|2FOI|10|G|GLO|0|40|||9.85
9989|1|2FOI|10|G|GLO|0|40|2||9.85
9990|1|2FOI|200|ST|TAB|0|40|2||18.54
9991|1|2FOI|10|G|Glo|0|40|||9.85
9992|1|2FOI|10|G|GLO|0|40|2||9.85
9993|1|2FOI|10|G|GLO|0|40|||16.45
9994|1|2FOI|10|G|GLO|0|40|2||9.85
9995|1|2FOI|10|G|GLO|0|40|2||9.85
9996|537|21OKG|60|ST|KAP|0|53|||21.89
9997|281|21OKG|60|ST|TAB|0|53|195||6.59
9998|1|2FOI|10|G|GLO|0|40|||9.85
9999|19|21OKG|60|ST|DRA|0|53|3||31.63
10000|1|2FOI|10|G|GLO|0|40|2||9.85
10001|1|2FOI|10|G|GLO|0|40|309||16.45
10002|1|2FOI|10|G|GLO|0|40|2||9.85
10003|1|2FOI|50|ML|DIL|0|40|||18.54
10004|1|2FOI|10|G|GLO|0|40|||9.85
10005|450|22OZ0|1|ST|ZBU|0|53|162||6.00
10006|1|2FOI|10|G|GLO|0|40|2||9.85
10007|153|20OH4|1|ST|KOM|0|53|64||10.95
10008|99|22OIO|30|ML|CRE|0|53|||7.48
10009|99|22OIO|30|ML|CRE|0|53|||9.89
10010|37|10OS10|100|ST|HKP|0|40|59||78.93
10011|37|10OS10|250|ST|HKP|0|40|44||178.09
10012|1|2FOI|200|ST|Tab|0|40|||18.54
10013|1|2FOI|10|G|GLO|0|40|||9.85
10014|767|1COZ00OZ|30|ST|PAS|0|40|143||6.67
10015|209|1COS20|175|G|SAF|0|40|101|B|10.88
10016|217|22OIF|250|ML|SHA|0|53|||9.89
10017|217|22OIF|200|ML|LOE|0|53|||9.89
10018|217|22OIF|30|ML|EMU|0|53|247||6.59
10019|61|10OJ02OI|100|G|KER|0|52|||4.12
10020|61|10OJ02OI|250|G|KER|0|52|||7.43
10021|61|10OJ02OI|1000|G|KER|0|52|73||21.95
10022|590|13OX04OZ|250|G|SAL|0|40|121||21.96
10023|156|19OJ3FOZ|200|ST|FTA|0|40|163||60.47
10024|389|20OHE|1|ST||0|53|277||43.34
10025|219|22OI2|500|ML|FSE|0|53|76||10.29
10026|75|12OIEF|10|ML|TRO|0|40|232||6.49
10027|75|12OIEF|100|ML|TRO|0|40|232||31.57
10028|449|21OJ1|75|G|BON|0|53|166||1.75
10029|68|21OK3|25X25|ML|FLA|0|53|||36.58
10030|747|20OH5|2|ST|HAS|0|53|||3.19
10031|61|21OS0|80|G|TEE|0|53|||4.24
10032|451|18OZ0FIO|82|G|GEL|0|53|||14.25
10033|451|18OZ0FIO|110|G|GEL|0|53|25||14.25
10034|99|10OT10OI|30|ST|TAB|0|52|152||8.25
10035|99|10OT10OI|50|ST|TAB|0|52|152||12.97
10036|102|10OS10OK|60|ST|KAP|0|40|44||55.09
10037|9|22OI9|5|ML|AEO|0|53|10||7.15
10038|102|10OS10OK|100|ST|KAP|0|40|44||77.39
10039|264|22OJ|100|ML|FLA|0|53|145||16.50
10040|48|22OIF|150|ML|SHA|0|53|60||12.65
10041|101|21OK3|60|ST|KAP|0|53|115||18.64
10042|41|22OI3|40|ML|CRE|0|53|29||19.25
10043|41|22OI3|40|ML|CRE|0|53|29||19.25
10044|101|10OJ01OJ|30|G|TEE|0|40|73||4.94
10045|197|11OK01|30|ML|TRO|0|53|147||11.97
10046|197|11OK01|100|ML|TRO|0|53|147||25.98
10047|3|21OK3|100|ST|KAP|0|53|||27.39
10048|121|21OK3|28|ST|TAB|0|53|125||3.51
10049|121|10II50OS|30|ST|KAP|0|52|3||5.71
10050|244|12OIE1OH|20|ST|FBE|0|52|22||3.85
10051|650|21OK3|90|ST|KAP|0|53|||16.45
10052|447|2FOI|100|ML|TRO|0|40|||21.23
10053|557|22OI3|100|ML|XPK|0|53|52||5.60
10054|99|22OIF|150|ML|SHA|0|53|||8.03
10055|99|22OIF|200|ML|TON|0|53|||17.05
10056|38|11OZ10OI|10|ST|AMP|0|40|87||16.26
10057|247|1COJ00OZ|20|ST|DRA|1|40|48||8.77
10058|225|22OZG|30|ST|KGU|0|53|43||3.29
10059|57|22OI3|15|ML|XGM|0|53|||3.25
10060|57|22OI3|15|ML|XGM|0|53|||3.25
10061|89|20OI3|16|ST|PFL|0|53|12||4.47
10062|190|22OI3|10|ML|NSA|0|53|||8.25
10063|64|22OI3|15|ML|CRE|0|53|54||9.89
10064|334|13OI00ZO|100|G|SAL|0|40|72||23.44
10065|88|22OIF|200|ML|SHA|0|53|||13.75
10066|411|13OI02|100|G|SAL|0|40|72||54.89
10067|411|13OZ02|200|ML|FLU|0|40|76||12.87
10068|411|13OZ02|200|ML|FLU|0|40|76||13.20
10069|411|13OZ02|200|ML|FLU|0|40|76||13.59
10070|10|13OI02OI|30|ML|SPR|0|40|||4.90
10071|10|13OI02OI|50|ML|LOE|0|40|72||7.43
10072|10|13OI02OI|20|G|CRE|0|40|72||2.94
10073|474|10OJ04IO|6X10|G|GEL|0|40|73||12.62
10074|10|13OI02OI|20|ML|LOE|0|40|||3.84
10075|190|2FOI|100|ML|TRO|0|40|22||18.66
10076|155|13OZ0EOI|100|G|CRE|0|40|8||13.49
10077|105|1COI00OT|15|ML|DSS|1|40|132||6.36
10078|65|1EOT0E|2000|ML|FLU|0|53|127||50.66
10079|407|2FOI|50|ML|TRO|0|40|23||16.06
10080|311|20OI2|1|ST||0|53|||7.94
10081|523|21OK3|240|ST|DRA|0|53|59||24.75
10082|198|2FOI|100|ST|TAB|0|40|153||11.44
10083|198|2FOI|100|ST|TAB|0|40|||11.44
10084|90|20OI3|50|ST|PFL|0|53|12||34.87
10085|90|20OI3|25|ST|PFL|0|53|||41.00
10086|90|20OI3|25|ST|PFL|0|53|12||43.62
10087|523|21OK2|60|ST|KAP|0|53|230||8.24
10088|225|22OZG|30|ST|KGU|0|53|43||3.29
10089|225|22OZG|30|ST|KGU|0|53|43||3.29
10090|367|13IO1FOI|60|ST|TMR|0|40|251||27.70
10091|523|21OKG|300|G|PUL|0|53|27||24.91
10092|35|21OKG|120|ST|KAP|0|53|||8.25
10093|142|22OI3|30|ML|EMU|0|53|252||51.70
10094|768|13OZ0EOI|250|G|SAL|0|53|||21.89
10095|747|22OI3|60|ML|CRE|0|53|90||16.52
10096|225|22OJ|125|ML|SPR|0|53|145|A|8.02
10097|327|21OIG|90|ST|KAP|0|53|115||36.25
10098|324|21OKG|100|G|PUL|0|53|||9.21
10099|607|21OKG|30|ST|TAB|0|53|69||22.91
10100|16|24OZ|100|ML|TUB|0|53|16||12.54
10101|16|24OZ|100|ML|TUB|0|53|16||12.54
10102|17|2FOI|10|ST|AMP|0|40|17||23.42
10103|17|2FOI|50|ST|AMP|0|40|17||94.57
10104|17|2FOI|10|ST|AMP|0|40|23||19.45
10105|17|2FOI|10|ST|AMP|0|40|81||19.43
10106|17|2FOI|50|ST|AMP|0|40|81||77.78
10107|88|22OIF|200|ML|SHA|0|53|247||13.75
10108|41|22OI2|200|ML|CRE|0|53|76||13.09
10109|88|22OIF|25|ML|SHA|0|53|332||1.98
10110|88|22OIF|25|ML|SHA|0|53|109||1.98
10111|17|2FOI|10|ST|AMP|0|40|||22.40
10112|17|2FOI|10|ST|AMP|0|40|81||29.85
10113|17|2FOI|50|ST|AMP|0|40|||123.19
10114|17|2FOI|10|ST|AMP|0|40|17||19.43
10115|52|22OZ1|500|ML|MUW|0|53|143||4.61
10116|215|1DOIF0ZO|360|ML|LOE|0|53|||11.56
10117|153|22OIE|75|ML|CRE|0|53|84||3.30
10118|410|22OI2|100|G|SEI|0|53|||4.82
10119|406|22OI3|100|ML|LOE|0|52|371||6.77
10120|764|20OHG|1|ST||0|53|86||67.90
10121|40|21OIE|400|G|PUL|0|53|32||20.85
10122|40|21OIE|750|G|PUL|0|53|32||36.25
10123|71|10OJ02OI|200|G|PUL|0|40|23||14.27
10124|5|14OH2FOZ|100|ST|KAP|0|40|100||20.31
10125|769|13IO0EOI|40|G|GEL|0|40|251||8.00
10126|534|20OHG|1|ST||0|53|207||76.95
10127|198|2FOI|50|ML|TRO|0|40|153||15.29
10128|770|10IZ22IO|50|ST|KAP|0|40|71||7.98
10129|23|22OI3|100|ML|CRE|0|53|8||15.07
10130|589|22OI3|200|ML|GEL|0|53|||4.90
10131|225|22OZG|30|ST|KGU|0|53|43||3.29
10132|208|2FOI|100|ML|TRO|0|40|23||25.19
10133|208|2FOI|50|ML|TRO|0|40|||12.98
10134|193|2FOI|80|ST|TAB|0|40|238||3.91
10135|193|2FOI|80|ST|TAB|0|40|171||3.91
10136|193|2FOI|200|ST|TAB|0|40|238||8.18
10137|193|2FOI|80|ST|TAB|0|40|173||3.91
10138|193|2FOI|80|ST|TAB|0|40|184||3.91
10139|193|2FOI|200|ST|TAB|0|40|238||8.18
10140|193|2FOI|200|ST|TAB|0|40|173||8.18
10141|193|2FOI|80|ST|TAB|0|40|238||3.91
10142|193|2FOI|200|ST|TAB|0|40|238||8.18
10143|193|2FOI|500|ST|TAB|0|40|173||13.92
10144|193|2FOI|80|ST|TAB|0|40|238||3.91
10145|193|2FOI|200|ST|TAB|0|40|171||8.18
10146|193|2FOI|500|ST|TAB|0|40|238||13.92
10147|193|2FOI|80|ST|TAB|0|40|238||3.91
10148|193|2FOI|80|ST|TAB|0|40|238||3.91
10149|193|2FOI|200|ST|TAB|0|40|238||8.18
10150|193|2FOI|200|ST|TAB|0|40|238||8.18
10151|238|21OI0|90|ST|TAB|0|53|263||10.84
10152|193|2FOI|200|ST|TAB|0|40|174||8.18
10153|193|2FOI|80|ST|TAB|0|40|238||3.91
10154|193|2FOI|500|ST|TAB|0|40|174||13.92
10155|193|2FOI|80|ST|TAB|0|40|238||3.91
10156|193|2FOI|500|ST|TAB|0|40|238||13.92
10157|193|2FOI|80|ST|TAB|0|40|283||3.91
10158|193|2FOI|80|ST|TAB|0|40|238||3.91
10159|193|2FOI|200|ST|TAB|0|40|172||8.18
10160|193|2FOI|80|ST|TAB|0|40|238||3.91
10161|193|2FOI|80|ST|TAB|0|40|238||3.91
10162|193|2FOI|200|ST|TAB|0|40|284||8.18
10163|193|2FOI|80|ST|TAB|0|40|238||3.91
10164|193|2FOI|200|ST|TAB|0|40|238||8.18
10165|193|2FOI|200|ST|TAB|0|40|238||8.18
10166|193|2FOI|80|ST|TAB|0|40|238||3.91
10167|193|2FOI|200|ST|TAB|0|40|285||8.18
10168|193|2FOI|80|ST|TAB|0|40|238||3.91
10169|193|2FOI|200|ST|TAB|0|40|238||8.18
10170|193|2FOI|80|ST|TAB|0|40|175||3.91
10171|193|2FOI|80|ST|TAB|0|40|238||3.91
10172|193|2FOI|200|ST|TAB|0|40|238||8.18
10173|193|2FOI|500|ST|TAB|0|40|172||13.92
10174|193|2FOI|80|ST|TAB|0|40|238||3.91
10175|279|12OS10OK|100|G|SAL|0|40|25||15.17
10176|279|12OS10OK|100|G|GEL|0|40|25||15.17
10177|193|2FOI|200|ST|TAB|0|40|175||8.18
10178|193|2FOI|200|ST|TAB|0|40|238||8.18
10179|193|2FOI|200|ST|TAB|0|40|238||8.18
10180|193|2FOI|500|ST|TAB|0|40|175||13.92
10181|334|13OZ0EOI|100|G|CRE|0|40|8||13.93
10182|178|13OZ02|25|G|SAL|0|52|||2.12
10183|512|22OI2|250|ML|GEL|0|53|76||9.21
10184|178|13OZ0EOI|100|G|CRE|0|40|8||13.16
10185|17|2FOI|50|ST|TAB|0|40|||10.45
10186|17|2FOI|50|ST|TAB|0|40|||11.58
10187|17|2FOI|50|ST|TAB|0|40|17||11.58
10188|17|2FOI|250|ST|TAB|0|40|||36.44
10189|155|22OI3|30|ML|EMU|0|53|46||14.41
10190|155|22OI3|8|ML|KON|0|53|||15.51
10191|33|14OH12|280|G|GRA|0|40|243||48.48
10192|771|20OHG|1|ST||0|53|225||11.99
10193|33|10OZ03OI|24|ST|KTA|0|40|5||4.73
10194|125|20OHG|1|ST||0|53|||24.87
